句子,过渡句,交互句,其他
所以他这个地方是一个自己另外有一个可选项，黄红啊可以写歌曲为全部，,0,0,1
微信圈包屏，我们待会来看其实都有，啊先看一律，大家看这个例子这个例子看能看懂吗？这个语句？,0,0,1
创建一个什么石头嗯可以，比如这个是4公里是吧？Is使用的创建一个这个是,0,0,1
然后这个试图后面没有跟上属性力，啊我们来看大家这个视图是怎么导出来的呢？,1,1,1
他是有这样一个产品的，对，他是在学生表里边找,0,0,1
信息系是吧？学生所在的信息找信息系，学生的学号、姓名和年龄，,0,0,1
这样构成了一个构成了一个表，哈就叫这个视图，那么我先问这个视图它它有哪些属性？,0,0,1
嗯,0,0,1
这个视图这个视图它只有学号姓名和什么？,0,0,1
如果这里没有写属性链，那表明这个视图的属性链就是散来的后面的啊就散了，后面的,0,0,1
如果我们在这个基础上带上后面的一个可选上微穿，高血是什么意思呢？,0,0,1
就是说你因为在建这个视图的时候，你是经过了这样一个筛选的吧就是信息系的。,0,0,1
好，当你这个视图建好以后，你要对这个视图进行操作的时候，比如说要,0,0,1
插入数据对吧？那你就如果带他有这样一个可选项，这是check是一个减仓的意思是吗？,0,1,0
他就会用试图定义里边的这个条件去检查你,0,0,1
的操作，是不是违反了他的这个视图定义里面的这个这个这个条件，对吧？,0,1,0
也就是说说如果说你要插入的数据必须是信息系的学生嘛对不对？,0,1,0
唉或者你要修改的数据也必须是信息系的，就是说你如果带上这个微信圈封闭，,0,0,1
你之后对这个视图操作一定要带上这样一个检查啊带上点。,0,0,1
关系数据理论，就是关系数据库的规范化理论，啊规范化理论。,0,0,1
那么我们首先要看这个问题的提出啊问题的提出，工作规范化理论是我们,1,0,0
之前讲的图灵奖和得主之一，就是一个靠的我们第二章和靠的他们提出关系模型吗？,0,0,1
那么关系数据库的理论来看一看,0,0,1
他为什么要提这个理论，就是我们在实际应用里边，我们去设计数据库，开发数据库不是像大家这个上去这么简单，我上去,0,1,0
就就开始建库存对不对？那么在这之前它是有一个,0,1,0
啊要深入到应用领域，有一个需求分析的一个过程，有个设计的过程，这个是花费很长时间，,0,0,1
真正的你去用你去实现这个时间不长是吧？很快。,0,0,1
唉,0,0,1
那么你在去设计的时候，1个数据库里边它应该有我们平时看的，你看我们看螺丝纹数据库它有将近20个表，,0,0,1
那你有没有想过他为什么要20个表？为什么不是10个表？啊我们学生数据库为什么是3个？表嗯不是4个表嗯，不是1个表，,0,3,0
对吧？,0,1,0
一个数据库里面到底有多少关系模式？每一个关系模式就是每一个表都行，啊对吧？,0,1,0
没有关系模式，为什么是这些个属性？什么样的这个数据库或者表建好以后，,0,1,0
它的这个质量是比较高的，也就是说在他使用的过程当中不会带来太多的这个异常的问题，那么怎么衡量？呢,1,1,0
我们用什么去衡量，这不是什么去评判，这个就需要我们的,0,0,1
会放，他是啊需要会。,0,0,1
好，我们来看首先看问题的提出，啊好大家看,1,0,0
我们还记得这个学生关系，吧大家都记得吧学生关系啊学生关系里边,0,0,1
属性之间，啊我们来看看一个学生关系可以有学号、姓名姓名，,0,0,1
还包括有性别啊年龄这些属性是不是？嗯那么在实际应用里边，我们说一个学号对应的学生，,0,0,1
一个学生只在一个系里面学习，,0,0,1
也就是说学好的值确定以后，学生的姓名和在的细的值被唯一确定啊唯一确定。,0,0,1
那么他们之间的这种关系，大家想一想，在数学里边,0,0,1
它可以什么样的这种关系和它类似的？数学里面唉有同学说了函数关系，,0,0,1
数学里边的这样一种函数关系，这是单值函数吧给一个x,0,0,1
 y是不是只有一个值与它对应唯一的值与它对应？吧唉我们在学学生表里边,0,0,1
我给一个学号，是不是只有一个学生所在的系？呀,0,0,1
每一个学校你是不是只只在一个系吧确定了？吧唉,0,0,1
所以这种关系它有点类似，看见没有，有点类似这个函数。,0,0,1
所以啊注意我下面这个结论，,1,0,1
在,0,0,1
数据库的表里边或者在一个关系模式里边，属性之间，它不是孤立，的嗯,0,0,1
在二维表里面属性之间它不是孤立的，相互之间有制约关系，啊比如说学生表里面给一个学号，,0,0,1
一定可以决定一个系对吧？同样给一个学号，他的姓名确定下来没有？,0,1,0
确定下来了，,0,0,1
给一个学号，他的年龄确定下来没有？,0,0,1
我随便在座的我给一个学号，他的年龄一定是确定的，吧唉必须,0,0,1
比如说在我们数据库里边，啊它的属性之间存在有类似于这种弹性,0,0,1
啊这样的这种,0,0,1
关系，啊我们把这种关系称为函数依赖关系，通过函数依赖关系，,0,0,1
那么函数依赖关系是单值的，在我们数据库里边属性之间的数据依赖，,0,0,1
还有函数依赖关系，单子的有多值的依赖关系，啊也有多值的依赖关系。,0,0,1
啊还有,0,0,1
大家看一下啊这个地方姓名它是有学号，每一个学号，一个姓名，每一个学号一个系，啊,0,0,1
在这种情况下我们待会有定义的，啊,0,0,1
我们把数据库里边的函数依赖关系，我们一般是用这样一个箭头来表示，,0,0,1
这是我们的表示符号，啊那么这个箭头的左边我们称为决定方，函数的,0,0,1
确定方或者决定方，这个是函数的依赖方。,0,0,1
我们曾学好函数的确定，学生的姓名，,0,0,1
反过来学生姓名，函数的依赖，什么学号，啊这是一样的道理。,0,0,1
噢好的，,0,0,1
我们现在来看这样一个数据库，啊我们刚才讲了函数依赖关系，啊我们来看这样一个数字它称为教，,0,0,1
他说嗯要建立一个教育数据库，在学校里边，,0,0,1
他应该有这么一些个信息，包括啊有学号学生所在的系课程好,0,0,1
和什么创新啊这个好好这样一个论文，,0,0,1
那我不妨把它放在一个表里边，呢是不是？我把它放在一个表里面，哈这个表表达二写出它的关系模式，,0,0,1
他应该有学好，还有什么？学生所在的系，啊还有系则名，对吧？,0,1,0
还有课程号，还有什么？,0,0,1
放在仪表里。,0,0,1
好，我们就来分析一下我这样设计的这个关系模式是不是一个好的关系模型？,0,0,1
我们看一下啊是不是一个好的关系模式。首先看我们要对这个关系模式进行插入数据，,1,0,0
要插入数据要插入数据，大家上机的时候是不是你得先给马先复制吧,0,0,1
理财数据其他纸插的进去，吧那么这个关系模式的码是谁？,0,0,1
学号吗就是学号吗？给定一个学号，,0,0,1
是不是一行的确定啊来看看这才是马嘛对不对？唉细确定给定确定确定了，吧细分确定，吧,0,1,0
嗯课程怎么确定？,1,1,0
给一个学号，嗯因为他可以选装的一个成绩可不可以确定？不能。那他的马是谁？,0,0,1
唉这个这个关系模式的话应该是学号和什么什么？,0,0,1
挺好这挺好。,0,0,1
对，现在我要插入数据，实际情况是什么？呢有一个系刚刚才,0,0,1
啊那应该有姓名和姓德，吧但是他还没有招生啊还没有开始招生，,0,0,1
我现在要把这个信息插进去，插插在这里，,0,0,1
他没有开始招生，有没有？学号有课程号，唉肯定没有对不对？唉,0,1,0
没有的话这个马没有这个这个戏和戏子的名字，他他的注意大家三个一个三个是不是一个意思，,0,0,1
竹马不给他子女，其他子女都插不进去插不进去的嗯插不进去的，,0,0,1
那么就造成一个什么现象？,0,0,1
就是我要插入的数据插不进去，这种现象我们称为插入异常，,0,0,1
啊我们称为参与者。所以说你你这个表记好了，数据查不清楚，数据查不清楚。,0,0,1
还有一种情况是什么情况？呢我们再来看啊要删除数据会不会出现问题啊，他说假设,0,0,1
有一个系的学生全部毕业了，啊就是在毕业的过程当中他没有在招学生，那么在世界都毕业，,0,0,1
学生都毕业出去了，那么学生的信息要删掉了，,0,0,1
学生的信息删掉，是不是连同系和系统名的信息也删掉了？嘛唉因为你在上一个三号，第三个,0,0,1
对吧？唉但是这个戏还在不在？这个戏和戏剧还在吗？对吧？,0,2,1
啊学生毕业时候的不在学校系和系统，也就是说他把,0,0,1
不该删掉的过去删掉，啊这种现象我们称为删除。,0,0,1
再来看，,0,0,1
如果要更新，比如说系主任换了，我要修改系主任名，嘛这个是修改数据是吧？属于更新操作。,0,0,1
啊大家想一想啊以我们现在的这种选课的这种估计的话，这个表里边,0,0,1
我1个系400个学生有吧，1个系400个学生，那我们现在就到了是吧？4个年级400个学生对吧？,0,1,0
每一学生一学期10门课选10门课应该差不多对吧？,0,1,0
唉那么400个学生，因为他这个是这个是每个学号一个课程，哈每个学校的课程，,0,0,1
那就是说400个学生应该每个学生10门课就4000条信息吧对不对？,0,1,0
4000行的这个系数名是不是重复4000次，的嗯唉重复4000次？,0,0,1
不仅是荣誉从头到大对不对？而且你要修改4000个这个系数，你们的话唉有可能,0,1,0
会出现错误，对不对？,0,1,0
啊你在修改过程当中一个一个修改，而且4000,0,0,1
和这个数据的冗余，那么在这个空间上面造成一定的浪费，吧,0,0,1
唉要浪费啊不是从而言之以这样一个关系模式，,0,0,1
它肯定不是好的一个关系模式，对不对？,0,1,0
啊因为你把它放到数据库里面，你要插数据，它比你要商业,0,0,1
啊把该删的删掉，而且数据容易这么大，,0,0,1
唉所以这关系模式是一个不好的，它直接影响这个数据库肯定是质量不高的，对不对？嗯,0,1,1
那么我们只是从直观的来看它不同，它什么原因不好呢？,0,0,1
我们后面学到这个函数依赖，关系这个范式考虑，因为它里边属性之间存在,0,0,1
函数依赖关系，啊这些函数依赖关系降低了它的这个规范化的,0,0,1
形式，所以这个关系模式它实际上只满足一范式。,0,0,1
第一个方案是规范化程度很低，我们在实际应用里面，我们在设计的时候，我们有个基本的要求，,0,0,1
要使冠心膜是至少达到三块钱，他才可以是好关系模式好，这样子的。,0,0,1
